Class,Percent Misspelled,Has URL,Fully Uppercase,Total Words
1,0.2,0,0.06666666666666667,45
0,0.0,0,0.0,1
0,0.11063829787234042,0,0.02553191489361702,235
0,0.0,0,0.0,11
0,0.10843373493975904,0,0.012048192771084338,83
0,0.11956521739130435,0,0.018115942028985508,276
1,0.18823529411764706,0,0.01764705882352941,170
1,0.19540229885057472,0,0.03218390804597701,435
0,0.125,0,0.0,8
0,0.125,0,0.0,32
1,0.10982658959537572,0,0.04046242774566474,346
0,0.07692307692307693,0,0.07692307692307693,26
1,0.12612612612612611,0,0.013513513513513514,222
0,0.20588235294117646,0,0.029411764705882353,68
0,0.0,0,0.0,1
1,0.2028397565922921,0,0.060851926977687626,493
0,0.2222222222222222,0,0.1111111111111111,9
0,0.1875,0,0.0625,16
1,0.13953488372093023,0,0.005813953488372093,172
0,0.3142857142857143,0,0.08571428571428572,35
0,0.13496932515337423,0,0.024539877300613498,163
1,0.15119363395225463,0,0.042440318302387266,377
0,0.36363636363636365,0,0.0,11
1,0.11411992263056092,0,0.0367504835589942,517
1,0.17647058823529413,0,0.0392156862745098,204
1,0.21212121212121213,0,0.017316017316017316,462
0,0.0,0,0.0,4
0,0.11538461538461539,0,0.11538461538461539,26
1,0.17679558011049723,0,0.03867403314917127,181
0,0.16666666666666666,0,0.0,6
1,0.09819639278557114,0,0.036072144288577156,499
0,0.0,0,0.5,2
0,0.1,0,0.0,10
0,0.0,0,0.0,1
1,0.13231552162849872,0,0.035623409669211195,393
0,0.13541666666666666,0,0.03125,96
0,0.4,0,0.0,5
0,0.2,0,0.0,5
1,0.08083140877598152,0,0.03233256351039261,433
1,0.10972568578553615,0,0.034912718204488775,401
0,0.1891891891891892,0,0.0,37
0,0.14285714285714285,0,0.0,7
1,0.1780821917808219,0,0.0410958904109589,146
0,0.0,0,0.0,13
1,0.26208651399491095,0,0.05343511450381679,393
1,0.116,0,0.026,500
0,0.5,0,0.0,2
1,0.12228260869565218,1,0.051630434782608696,368
1,0.0,0,0.0,1
0,0.4,0,0.0,10
1,0.14215686274509803,1,0.9705882352941176,408
1,0.12949640287769784,0,0.047961630695443645,417
1,0.16932907348242812,0,0.01597444089456869,313
1,0.20950323974082075,0,0.07991360691144708,463
1,0.08583690987124463,0,0.008583690987124463,233
0,0.0,0,0.0,1
0,0.0,0,0.0,6
0,0.2857142857142857,0,0.14285714285714285,7
1,0.096045197740113,0,0.029661016949152543,708
0,0.1651376146788991,0,0.027522935779816515,109
0,0.21428571428571427,0,0.07142857142857142,28
0,0.0,0,0.14285714285714285,7
1,0.24545454545454545,0,0.01818181818181818,110
0,0.5,0,0.0,2
0,0.0,0,0.0,1
1,0.10806174957118353,0,0.017152658662092625,583
0,0.0,0,0.0,4
1,0.1169811320754717,0,0.9773584905660377,265
1,0.1282051282051282,0,0.038461538461538464,78
0,0.375,0,0.0,8
1,0.2641509433962264,0,0.03773584905660377,53
1,0.184,0,0.016,125
1,0.13186813186813187,0,0.03296703296703297,91
0,0.1368421052631579,0,0.010526315789473684,95
0,0.36363636363636365,0,0.0,11
1,0.25,0,0.05,200
1,0.15829145728643215,1,0.04773869346733668,398
1,0.10144927536231885,0,0.036231884057971016,414
1,0.22363636363636363,1,0.03090909090909091,550
0,0.0,0,0.0,1
1,0.10986547085201794,0,0.06053811659192825,446
0,0.34615384615384615,0,0.038461538461538464,26
0,0.2,0,0.0,5
0,0.1,0,0.0,10
0,0.16264090177133655,0,0.01932367149758454,621
0,0.08333333333333333,0,0.0,24
0,0.0,0,0.0,1
0,0.14788732394366197,0,0.0528169014084507,284
0,0.16573154941735002,1,0.012516184721622789,2317
1,0.18867924528301888,1,0.03773584905660377,265
1,0.15058823529411763,0,0.06823529411764706,425
1,0.18206521739130435,0,0.029891304347826088,368
0,0.14285714285714285,0,0.017857142857142856,56
1,0.14220183486238533,0,0.981651376146789,218
0,0.125,0,0.1875,16
0,0.1276595744680851,0,0.0425531914893617,47
0,0.3684210526315789,0,0.05263157894736842,19
1,0.16123499142367068,0,0.036020583190394515,583
1,0.167816091954023,0,0.020689655172413793,435
0,0.2925764192139738,0,0.44541484716157204,229
1,0.1347517730496454,1,0.03546099290780142,141
1,0.16427640156453716,0,0.05736636245110821,767
0,0.25,0,0.0,8
1,0.19444444444444445,0,0.027777777777777776,396
0,0.0,0,0.0,4
1,0.22621184919210055,1,0.03949730700179533,557
0,0.25,0,0.0,4
0,0.0,0,0.0,4
1,0.10491803278688525,0,0.029508196721311476,305
1,0.14316702819956617,0,0.03470715835140998,461
0,0.35526315789473684,0,0.0,76
0,0.3076923076923077,0,0.0,26
0,0.3333333333333333,0,0.0,15
1,0.2222222222222222,0,0.1111111111111111,36
1,0.16623376623376623,0,0.012987012987012988,385
0,0.3212121212121212,0,0.3696969696969697,165
0,0.10526315789473684,0,0.0,19
0,0.21052631578947367,0,0.0,19
0,0.2465753424657534,0,0.0,73
1,0.16,0,0.06,100
1,0.1279527559055118,0,0.03937007874015748,508
0,0.0,0,0.0,1
0,0.0,0,0.16666666666666666,6
0,0.0,0,0.0,1
0,0.05555555555555555,0,0.1111111111111111,18
0,0.11764705882352941,0,0.0,17
1,0.10474308300395258,0,0.9980237154150198,506
0,0.21621621621621623,0,0.0,37
0,0.1875,0,0.125,16
0,0.12121212121212122,0,0.045454545454545456,66
1,0.20906801007556675,0,0.05037783375314862,397
1,0.14606741573033707,0,0.038202247191011236,445
0,0.0,0,0.0,2
0,0.4090909090909091,0,0.13636363636363635,22
0,0.1276595744680851,0,0.0425531914893617,47
1,0.12949640287769784,0,0.047961630695443645,417
1,0.12871287128712872,0,0.019801980198019802,101
1,0.2112676056338028,0,0.07981220657276995,213
1,0.13229571984435798,0,0.9571984435797666,257
1,0.36363636363636365,0,0.22727272727272727,22
0,0.13333333333333333,0,0.05555555555555555,180
1,0.42178217821782177,0,0.0297029702970297,505
1,0.11937984496124031,1,0.07131782945736434,645
0,0.3333333333333333,0,0.0,3
0,0.0,0,0.0,3
0,0.1813953488372093,0,0.009302325581395349,215
0,0.23076923076923078,0,0.05128205128205128,39
0,0.0,0,0.0,1
0,0.16279069767441862,0,0.023255813953488372,43
1,0.4772727272727273,0,0.3409090909090909,44
0,0.1421492722205017,1,0.01548467017652524,3229
0,0.1188118811881188,0,0.019801980198019802,101
1,0.228643216080402,0,0.3592964824120603,398
0,0.14285714285714285,0,0.21428571428571427,14
0,0.1774193548387097,0,0.03225806451612903,62
0,0.0,0,0.0,1
0,0.18181818181818182,0,0.09090909090909091,33
0,0.09813084112149532,0,0.001557632398753894,642
0,0.0,0,0.0,1
1,0.23684210526315788,1,0.0,38
0,0.13432835820895522,0,0.0,67
1,0.10985915492957747,0,0.028169014084507043,355
1,0.12080536912751678,0,0.04697986577181208,447
0,0.16666666666666666,0,0.0,6
0,0.0,0,0.0,1
0,0.09090909090909091,0,0.0,11
1,0.0,0,0.0,1
0,0.16666666666666666,0,0.0,6
1,0.2129817444219067,0,0.02434077079107505,493
0,0.0,0,0.0,1
0,0.3333333333333333,0,0.041666666666666664,24
0,0.24324324324324326,0,0.05405405405405406,37
0,0.0,0,0.0,3
0,0.2857142857142857,0,0.0,21
1,0.208955223880597,0,0.04477611940298507,67
0,0.0,0,0.0,2
1,0.1506849315068493,1,0.0410958904109589,73
1,0.10310965630114566,0,0.062193126022913256,611
0,0.2,0,0.0,5
0,0.06153846153846154,0,0.03076923076923077,65
1,0.20333333333333334,0,0.02666666666666667,300
1,0.1935483870967742,0,0.03225806451612903,31
1,0.696969696969697,1,0.15151515151515152,33
0,0.23423423423423423,0,0.13063063063063063,222
0,0.2692307692307692,0,0.038461538461538464,26
1,0.08403361344537816,0,0.0546218487394958,238
1,0.10707456978967496,0,0.06118546845124283,523
1,0.0,0,0.0,1
0,0.2153846153846154,0,0.046153846153846156,65
0,0.0,0,0.0,1
1,0.17391304347826086,0,0.043478260869565216,46
0,0.15555555555555556,0,0.0,45
1,0.1663619744058501,0,0.08775137111517367,547
1,0.1180952380952381,0,0.017142857142857144,525
0,0.1637037037037037,1,0.014814814814814815,1350
1,0.18446601941747573,0,0.07281553398058252,206
0,0.1875,0,0.046875,64
1,0.15135135135135136,0,0.032432432432432434,185
0,0.15789473684210525,0,0.07017543859649122,57
0,0.13468869123252858,0,0.010165184243964422,787
0,0.1282051282051282,0,0.07692307692307693,39
1,0.15584415584415584,0,0.012987012987012988,77
0,0.3333333333333333,0,0.0,9
1,0.1411764705882353,0,0.1,170
1,0.2028397565922921,0,0.060851926977687626,493
0,0.3333333333333333,0,0.0,21
1,0.11570247933884298,1,0.024793388429752067,363
1,0.2723076923076923,1,0.08307692307692308,650
0,0.19047619047619047,0,0.047619047619047616,21
1,0.20699708454810495,1,0.03206997084548105,343
1,0.14363636363636365,1,0.9690909090909091,550
1,0.13774104683195593,0,0.05509641873278237,363
0,0.0,0,0.0,1
0,0.5,0,0.0,2
1,0.16701461377870563,0,0.9749478079331941,479
0,0.0,0,0.0,1
0,0.0,0,0.0,8
0,0.14285714285714285,0,0.0,7
0,0.0,0,0.0,2
0,0.13846153846153847,0,0.007692307692307693,130
1,0.6884422110552764,0,0.005025125628140704,199
1,0.1411042944785276,0,0.026584867075664622,489
0,0.125,0,0.0,8
0,0.5882352941176471,0,0.058823529411764705,17
1,0.27906976744186046,0,0.09302325581395349,43
0,0.0,0,0.0,7
0,0.0,0,0.0,9
0,0.125,0,0.0,16
0,0.25,0,0.0,8
0,0.16666666666666666,0,0.020833333333333332,48
1,0.18907563025210083,1,0.03571428571428571,476
1,0.1564245810055866,0,0.03910614525139665,179
0,0.0,0,0.0,1
0,0.3125,0,0.125,16
0,0.12549019607843137,1,0.015032679738562092,1530
1,0.07142857142857142,0,0.0,14
0,0.5,0,0.0,2
0,0.2,0,0.0,5
0,0.11926605504587157,0,0.027522935779816515,109
1,0.14432989690721648,0,0.1958762886597938,97
1,0.1702127659574468,1,0.02127659574468085,282
1,0.13777777777777778,0,0.044444444444444446,225
0,0.0625,0,0.0625,16
0,0.15,0,0.05,20
0,0.3333333333333333,0,0.0,3
0,0.0,0,0.0,2
0,0.11666666666666667,0,0.016666666666666666,60
1,0.2300469483568075,0,0.27699530516431925,426
0,0.1411764705882353,0,0.03529411764705882,85
1,0.25,0,0.08333333333333333,144
1,0.11721611721611722,0,0.05311355311355311,546
1,0.12037037037037036,0,0.046296296296296294,216
1,0.09904153354632587,0,0.03514376996805112,313
0,0.0,0,0.0,1
0,0.2,0,0.0,5
1,0.0,0,0.0,1
1,0.10262008733624454,1,0.034934497816593885,458
1,0.19858156028368795,0,0.031914893617021274,282
0,0.09090909090909091,0,0.09090909090909091,11
0,0.058823529411764705,0,0.11764705882352941,17
0,0.07692307692307693,0,0.0,13
0,0.0,0,0.0,7
0,0.16216216216216217,0,0.05405405405405406,37
0,0.125,0,0.010416666666666666,96
1,0.20842572062084258,0,0.03991130820399113,451
0,0.26666666666666666,0,0.0,15
0,0.0,0,0.0,2
0,0.18556701030927836,0,0.020618556701030927,97
0,0.32142857142857145,0,0.30357142857142855,112
0,0.0,0,0.0,4
1,0.185546875,1,0.037109375,512
0,0.3333333333333333,0,0.0,3
0,0.0967741935483871,0,0.06451612903225806,31
0,0.2,0,0.02,50
1,0.21256038647342995,0,0.13526570048309178,207
0,0.0,0,0.0,1
1,0.14316702819956617,0,0.03470715835140998,461
1,0.09375,0,0.017361111111111112,576
0,0.0,0,0.0,5
1,0.10272873194221509,0,0.04012841091492777,623
1,0.20293724966622162,0,0.017356475300400534,749
0,0.0,0,0.0,5
1,0.10344827586206896,0,0.03761755485893417,319
1,0.13651877133105803,0,0.013651877133105802,293
0,0.0625,0,0.0625,16
1,0.12274368231046931,0,0.9747292418772563,277
0,0.09090909090909091,0,0.0,11
1,0.20833333333333334,0,0.003472222222222222,288
0,0.08333333333333333,0,0.08333333333333333,12
1,0.13218390804597702,0,0.03735632183908046,348
1,0.16233766233766234,0,0.010822510822510822,462
1,0.13705805325185508,0,0.05892623308598865,2291
0,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.0,0,0.0,1
1,0.14035087719298245,1,0.043859649122807015,342
0,0.0,0,0.0,1
1,0.1310344827586207,1,0.06551724137931035,290
0,0.0967741935483871,0,0.04032258064516129,124
0,0.0,0,0.25,4
0,0.16666666666666666,0,0.0,6
1,0.22535211267605634,0,0.035211267605633804,142
1,0.42857142857142855,0,0.8571428571428571,7
1,0.20726495726495728,0,0.9957264957264957,468
0,0.125,0,0.03125,32
0,0.0,0,0.0,1
1,0.11197916666666667,0,0.08333333333333333,384
1,0.0945273631840796,0,0.0,201
1,0.1743119266055046,0,0.01834862385321101,109
0,0.17647058823529413,0,0.11764705882352941,17
1,0.052083333333333336,0,0.041666666666666664,96
1,0.1882591093117409,0,0.032388663967611336,494
1,0.20916905444126074,0,0.994269340974212,349
0,0.0,0,0.0,3
0,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.058823529411764705,0,0.0,17
0,0.0,0,0.0,10
0,0.3076923076923077,0,0.0,13
0,0.18181818181818182,0,0.045454545454545456,22
1,0.19523809523809524,0,0.023809523809523808,210
1,0.09826589595375723,0,0.04816955684007707,519
0,0.5833333333333334,0,0.2916666666666667,24
0,0.1774193548387097,0,0.016129032258064516,62
1,0.17159763313609466,0,0.01972386587771203,507
0,0.5,0,0.0,2
1,0.0635593220338983,0,0.2387005649717514,708
1,0.17391304347826086,0,0.008695652173913044,230
1,0.1452513966480447,0,0.9720670391061452,537
0,0.0,0,0.0,1
0,0.27314814814814814,0,0.3333333333333333,216
0,0.0,0,0.0,3
0,0.18714859437751005,0,0.06506024096385542,1245
1,0.15165876777251186,0,0.004739336492890996,211
1,0.21621621621621623,0,0.02702702702702703,74
1,0.5,0,0.125,8
1,0.09090909090909091,0,0.0686456400742115,539
0,0.47058823529411764,0,0.17647058823529413,17
0,0.11764705882352941,0,0.0,17
1,0.12099644128113879,0,0.010676156583629894,281
0,0.3333333333333333,0,0.0,9
0,0.0,0,0.0,5
1,0.16695652173913045,0,0.022608695652173914,575
0,0.16666666666666666,0,0.0,12
0,0.14338235294117646,0,0.04411764705882353,544
1,0.08718861209964412,0,0.9893238434163701,562
0,0.0,0,0.0,1
1,0.20481927710843373,0,0.963855421686747,83
0,0.2608695652173913,0,0.08695652173913043,23
0,0.2857142857142857,0,0.0,7
0,0.16666666666666666,0,0.03333333333333333,30
1,0.25,0,0.0,4
0,0.2871287128712871,0,0.40594059405940597,202
1,0.16764132553606237,1,0.04873294346978557,513
0,0.21739130434782608,0,0.0,23
1,0.18828451882845187,1,0.029288702928870293,478
1,0.09927797833935018,0,0.021660649819494584,554
1,0.16610169491525423,0,0.0576271186440678,295
1,0.15206185567010308,0,0.9664948453608248,388
0,0.16037735849056603,0,0.03773584905660377,106
0,0.5555555555555556,0,0.0,9
1,0.10930232558139535,0,0.03488372093023256,430
0,0.0,0,0.0,10
1,0.10068649885583524,0,0.05034324942791762,437
0,0.20588235294117646,0,0.0,34
1,0.25,0,0.55,20
0,0.2,0,0.0,10
0,0.16666666666666666,0,0.16666666666666666,6
1,0.20689655172413793,1,0.04980842911877394,261
1,0.14917127071823205,1,0.03038674033149171,362
0,0.16666666666666666,0,0.0,6
1,0.24645892351274787,0,0.0453257790368272,353
0,0.0625,0,0.0,32
0,0.0,0,0.0,1
0,0.1875,0,0.0,16
1,0.12093862815884476,0,0.983754512635379,554
0,0.18705035971223022,0,0.039568345323741004,278
1,0.20652173913043478,0,0.028985507246376812,276
1,0.8947368421052632,0,0.05263157894736842,19
1,0.14678899082568808,0,0.01834862385321101,327
1,0.0823293172690763,0,0.9879518072289156,498
1,0.05263157894736842,0,0.9473684210526315,19
0,0.3333333333333333,0,0.0,6
0,0.125,0,0.0,16
0,0.3076923076923077,0,0.07692307692307693,13
0,0.1111111111111111,0,0.009259259259259259,108
1,0.1702127659574468,0,0.06808510638297872,235
1,0.09176470588235294,0,0.03058823529411765,425
1,0.0,0,0.0,1
1,0.13075060532687652,0,0.9975786924939467,413
0,0.2857142857142857,0,0.21428571428571427,14
0,0.0,0,0.0,1
0,0.17647058823529413,0,0.058823529411764705,17
1,0.10632183908045977,0,0.005747126436781609,348
0,0.23529411764705882,0,0.029411764705882353,34
1,0.10126582278481013,0,0.03164556962025317,158
0,0.4166666666666667,0,0.08333333333333333,12
0,0.26666666666666666,0,0.06666666666666667,15
1,0.11801242236024845,1,0.13664596273291926,483
0,0.11475409836065574,0,0.03278688524590164,122
1,0.16176470588235295,0,0.014705882352941176,68
1,0.27007299270072993,1,0.08029197080291971,137
0,0.19827586206896552,0,0.02586206896551724,116
0,0.22727272727272727,0,0.045454545454545456,22
0,0.5,0,0.0,2
1,0.08897485493230174,0,0.03481624758220503,517
0,0.058823529411764705,0,0.058823529411764705,17
0,0.0,0,0.0,2
1,0.2619047619047619,0,0.11904761904761904,42
0,0.16666666666666666,0,0.0,12
1,0.12210796915167095,0,0.019280205655526992,778
1,0.19160104986876642,1,0.05511811023622047,381
0,0.5833333333333334,0,0.0,12
0,0.5,0,0.07142857142857142,14
0,0.16666666666666666,0,0.25,12
0,0.3333333333333333,0,0.0,3
0,0.18181818181818182,0,0.0,11
0,0.13953488372093023,0,0.0,43
1,0.16129032258064516,1,0.06451612903225806,496
0,0.24242424242424243,0,0.0,33
0,0.1702127659574468,0,0.05319148936170213,94
1,0.11384615384615385,0,0.018461538461538463,650
0,0.14397905759162305,0,0.07329842931937172,382
1,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.0,0,0.0,9
1,0.21852731591448932,0,0.0166270783847981,421
0,0.5,0,0.0,2
1,0.22807017543859648,0,0.08771929824561403,114
0,0.5,0,0.0,2
0,0.25,0,0.0,4
1,0.1267605633802817,1,0.02012072434607646,497
0,0.09090909090909091,0,0.0,22
1,0.17183098591549295,0,0.07042253521126761,355
1,0.18106995884773663,0,0.024691358024691357,243
0,0.21428571428571427,0,0.07142857142857142,14
1,0.12454873646209386,0,0.030685920577617327,554
0,0.5714285714285714,0,0.5714285714285714,7
1,0.3263888888888889,1,0.05439814814814815,864
0,0.25,0,0.08333333333333333,12
0,0.18181818181818182,0,0.0,33
1,0.125,0,0.026041666666666668,192
1,0.15096952908587258,1,0.030470914127423823,722
1,0.14563106796116504,1,0.015533980582524271,515
0,0.09090909090909091,0,0.0,11
0,0.0,0,0.0,9
1,0.22586520947176686,0,0.0273224043715847,549
0,0.25,0,0.0,4
0,0.0,0,0.0,4
0,0.3333333333333333,0,0.0,3
0,0.09615384615384616,0,0.019230769230769232,52
0,0.0,0,0.0,1
1,0.13043478260869565,0,0.13043478260869565,92
1,0.18658892128279883,0,0.03206997084548105,343
0,0.0,0,0.0,5
1,0.08215962441314555,0,0.04342723004694836,852
0,0.0,0,0.0,10
0,0.14412416851441243,0,0.02106430155210643,902
1,0.12449799196787148,0,0.024096385542168676,249
1,0.25,0,0.014705882352941176,68
0,0.0,0,0.0,1
0,0.2857142857142857,0,0.0,7
1,0.1902834008097166,0,0.020242914979757085,247
1,0.14233576642335766,0,0.029197080291970802,274
0,0.2,0,0.0,20
0,0.1,0,0.0,10
1,0.10483870967741936,0,0.056451612903225805,248
0,0.14705882352941177,0,0.0,34
1,0.14285714285714285,0,0.9809523809523809,105
1,0.14507772020725387,0,0.9792746113989638,193
0,0.125,0,0.025,40
1,0.1631578947368421,1,0.015789473684210527,380
1,0.13555992141453832,0,0.0137524557956778,509
1,0.09288537549407115,0,0.02766798418972332,506
1,0.1702127659574468,0,0.059574468085106386,235
0,0.16758064516129031,1,0.005967741935483871,6200
0,0.07692307692307693,0,0.0,13
0,0.125,0,0.0,16
1,0.25132275132275134,0,0.0291005291005291,378
1,0.12877263581488935,0,0.03621730382293763,497
0,0.5,0,0.0,2
0,0.175,0,0.075,40
1,0.10252365930599369,0,0.9747634069400631,634
0,0.05555555555555555,0,0.05555555555555555,18
1,0.1094224924012158,0,0.03951367781155015,329
1,0.15933232169954475,0,0.030349013657056147,659
1,0.0,0,0.0,1
0,0.10989010989010989,0,0.01098901098901099,91
0,0.2857142857142857,0,0.2857142857142857,7
1,0.14244186046511628,1,0.03197674418604651,344
0,0.18181818181818182,0,0.09090909090909091,11
1,0.19117647058823528,0,0.35784313725490197,408
0,0.06666666666666667,0,0.0,15
1,0.22085889570552147,1,0.049079754601226995,163
0,0.15789473684210525,0,0.05263157894736842,19
0,0.09090909090909091,0,0.0,22
0,0.0,0,0.0,1
0,0.2692307692307692,0,0.0,26
0,0.0,0,0.0,1
0,0.2,0,0.0,5
0,0.20689655172413793,0,0.034482758620689655,29
1,0.19731800766283525,1,0.05555555555555555,522
1,0.1036036036036036,0,0.04054054054054054,444
